Review ID,Review Created (UTC),Review Consumer User ID,Review Title,Review Content,Review Stars,Source Of Review,Review Language,Domain URL,Webshop Name,Business Unit ID,Tags,Company Reply Date (UTC),Location Name,Location ID
8a837683a8554551b28f76fa6246196d,07/18/24 12:06,ba129a1fe5164ba0bf498b87bce0953d,Excellent Care Experience,"Waiting times were too long, had to wait over an hour past my scheduled time.",2,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,53187eecc9014867ba2a92b7c199a5b3,urgent,07/09/25 05:04,New York Clinic,80f61698-40ab-4793-b8c2-51e8b6652a84
d6f95504db6e48b7bccb0cf7653168c7,04/11/25 06:29,50df574eb4b4433e8fc02baa93ead2f7,"Amazing Doctors, Terrible Parking","Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1,WebPortal,es,http://www.fakehealthcare.com,FakeHealthCare,b2fb62f7b5994a738cad5bd06d26c18c,praise,07/01/24 10:49,Los Angeles Center,7b82a67a-f36f-47c2-9eda-caa1a415f377
a28b08a3193f45f99d8700025e09d784,08/28/25 11:14,c3b6b2be933e43b0bd6088f644052b07,Worst Appointment Ever,Prices for the consultation were too high compared to other clinics.,1,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,b3673c122fca492f8f71830ffa7ffab2,feedback,07/05/24 04:41,Dallas Care,1c4f2f82-f7f7-46eb-b1ba-ead6ca718e3e
70916fb4f4ab453faa540571069c72c9,08/19/25 21:35,84a28bcdb4704d19a0aa1316ab44a886,Free Ice Cream After Surgery,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,40002d502fb944cf81d3417a25005ab6,urgent,08/25/25 05:35,Miami Wellness,3ac6a037-9804-462a-8209-b0d5e2d32a10
372fb7f4c3ab484e899df974d4a6cb2f,05/15/24 15:49,81a31948370a4e2993648cc02983209f,Loved the Waiting Room Music,"Communication was clear and timely, received all updates via SMS and email.",3,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,3b65cc39883843318ff89a4a3eb3033b,complaint,06/10/25 18:49,Miami Wellness,bd28f3b1-7606-4fac-959c-96c43c33eccf
5182ff96cec84acb91752d7588412d7c,01/24/25 17:24,3246745122624fb1beca742c7cc7739b,Confusing Billing Process,"Communication was clear and timely, received all updates via SMS and email.",1,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,92dd18e14b844d4f8241524a93a3bd52,feedback,04/22/25 09:33,Los Angeles Center,3f0bdf92-e532-4dce-a2dc-d66bdf593230
5efe77f63b1a4a64af0eb84ba7163a73,08/06/24 09:08,facae84e37a4463185a34dc329e1d47c,Loved the Waiting Room Music,"Nurse was rude and dismissive, barely answered my questions.",4,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,91b8081a793743dd8224074413b408d7,billing,08/14/25 04:51,Los Angeles Center,104cc3c1-6d57-4ed8-adb4-2b4d54e3666e
8f97774a99a347f3aee38a3bffcfc94c,04/11/25 09:29,11ec701fc3a74768abee45c9ec4226a1,Excellent Care Experience,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,c855132b78b04daf9bb2df1bffa493b8,complaint,05/03/25 11:50,Chicago Health Hub,cc0b2a5b-8402-4a35-9c0b-dc76391bef11
a6bbfb4aeaa54766ae777ee5e759d687,06/07/24 21:39,9f044470a7e644aaae17a678336cb351,Unexpected Robot Nurse Encounter,"Communication was clear and timely, received all updates via SMS and email.",2,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,8d848c5f8f4447468171cd2d7b30d72f,urgent,05/28/25 13:04,Dallas Care,203052c6-365a-4171-8270-005038f4d277
be21e82ff947499b8fc032a7fdf930fd,04/13/25 18:02,4971d786845c43738bfb58f743744e8f,Unexpected Robot Nurse Encounter,"Communication was clear and timely, received all updates via SMS and email.",5,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,7ecfc97bc36c4818890545e284c6b3a1,urgent,08/25/24 06:50,New York Clinic,abebbf6b-ac63-41ec-ad72-27898e395416
00ea90d5b23c48f0b0e46302cfa84d78,07/12/25 20:30,da5f2ce411d0441f91cabb2d83122cac,Loved the Waiting Room Music,Doctor specialized in cardiology and provided detailed advice for my condition.,3,AFSv2,fr,http://www.fakehealthcare.com,FakeHealthCare,57dbd0e633e64422ad73a3551dd364ff,urgent,04/04/24 06:39,Chicago Health Hub,761dcc89-c3bf-4ac5-8869-78cedd4ae239
bf10e8847d754b9db466eed2293ac6b6,10/17/25 14:30,bfaf33689b574a499f11f4883b54ab3d,Excellent Care Experience,"Waiting times were too long, had to wait over an hour past my scheduled time.",5,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,12203c31c13c4754b401cdbffc7c2ae5,urgent,03/31/25 12:23,Los Angeles Center,70efd9f6-550d-4c5d-ac05-c0db19f68f41
026816e67aca424ea6f9c008933c1073,10/11/25 15:36,b7dbc41ba8d94f3facfa795f692c3ccb,Doctor Spoke in Riddles,"Nurse was rude and dismissive, barely answered my questions.",1,AFSv2,fr,http://www.fakehealthcare.com,FakeHealthCare,eb552e05c41a46bebf4cfa128b982540,complaint,06/21/24 08:58,New York Clinic,0f1ad2e5-3917-456e-9c7c-2f63799395e5
ffbde38639ba431bb4ab4705657fd6fc,04/13/25 23:28,180c1ecddffb4ca2a5503b7548b4142d,"Amazing Doctors, Terrible Parking","Waiting times were too long, had to wait over an hour past my scheduled time.",5,WebPortal,es,http://www.fakehealthcare.com,FakeHealthCare,34208d6f46b84b0c949269cd42952e41,complaint,06/30/24 06:08,Los Angeles Center,1d513313-c447-4f33-b9b2-e829c5c30302
a037f435af3f40f08bfaa4079f190730,08/13/25 23:12,4ed3f4c3afac4619829afb3bdeabd0ef,Confusing Billing Process,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2,AFSv2,en,http://www.fakehealthcare.com,FakeHealthCare,0139647e12cd49b7accd51b3e7a7b20d,feedback,02/07/25 12:50,Miami Wellness,7c055d5b-1212-45b0-8294-10daa11da897
52491b2432b245b5b6e30f24f2653c47,05/25/25 23:32,1368ebdd9320432ba763b25b280d4c80,Therapy Session Included Karaoke,Nurse was extremely friendly and made me feel comfortable during the procedure.,4,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,69fabef85b024c01b75b3955a5152f3a,praise,06/11/25 01:41,New York Clinic,d8582755-e8b7-48a5-9e7b-cbee278d0eed
793d5f5b54dc4746a0ed29764fd03d1e,08/12/24 19:13,a2362407f3534a198fab5035f6097e9d,Unexpected Robot Nurse Encounter,"Treatment quality was exceptional, the doctor explained every step clearly.",2,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,44f141749b334c16862dc22d2fd8ba4a,urgent,06/03/25 00:32,Chicago Health Hub,be7a6517-3dde-40de-a612-c5c464f325a3
a03345e22ce142ea824e1c52d11ac312,08/05/25 21:40,926e5a3b075843bd92a8b839c6745835,Therapy Session Included Karaoke,"Treatment quality was exceptional, the doctor explained every step clearly.",3,AFSv2,en,http://www.fakehealthcare.com,FakeHealthCare,2a80caf2500a40cc9da1423d956faed7,billing,08/07/25 10:28,Chicago Health Hub,895a4746-2b16-414d-ba7d-1db94c715ac5
5861f1466e9d460d983ae1894890052d,08/06/25 16:36,fe4fe313302041d2903213672336b71c,Therapy Session Included Karaoke,Prices for the consultation were too high compared to other clinics.,4,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,1fbf9e93de844022932a8137e0b06365,feedback,02/25/25 23:20,New York Clinic,ff26d0fe-5226-4dc9-9dbb-92a6272cf103
161dba4854d1441faaf82eb5b0188fa3,11/14/24 02:17,f0fe4608681c43f692cd7e72cbed5160,"Amazing Doctors, Terrible Parking","Waiting times were too long, had to wait over an hour past my scheduled time.",4,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,62e611425fa441438c399671691ab322,feedback,06/11/25 06:40,New York Clinic,c36e445a-b1c5-4dd6-a40c-21e48d4be240
50b0f2c09222431cae84b256f15a959d,06/07/25 19:33,c7cf859c139f484bb181972291f7bd0d,Friendly Staff and Quick Service,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3,AFSv2,fr,http://www.fakehealthcare.com,FakeHealthCare,09dd6569fd73430c8432d20a4fb3a0cb,billing,09/13/24 13:16,Chicago Health Hub,424e9a38-cc51-4344-8775-ff20ad3d660d
4244811be0ef428595be57684de4852f,06/24/24 02:50,517ffbc2e5214d69ab0ace8b7cf7ec4d,Therapy Session Included Karaoke,"Waiting times were too long, had to wait over an hour past my scheduled time.",1,AFSv2,en,http://www.fakehealthcare.com,FakeHealthCare,6c4521d47e27441a870cd26971127be4,urgent,03/25/24 00:42,Dallas Care,f3946388-1138-454a-a8ca-6f57c24383c2
ea88cdf8579a4565b253b787da7f811c,06/15/25 20:40,0cba56daa1d544858c99a91ece0a8ee7,Loved the Waiting Room Music,Prices for the consultation were too high compared to other clinics.,4,WebPortal,es,http://www.fakehealthcare.com,FakeHealthCare,1d9bb04cd17e46d6bbd70d68e4637e8e,routine,08/03/25 15:31,Los Angeles Center,fcbe7bad-c5f3-4c1f-86c5-16bdfbeb27f1
d8bda0a8df6540a787e373d48eaf0a16,09/30/25 11:19,127bdaede07d4400ba05895482ae0ecc,Unexpected Robot Nurse Encounter,Nurse was extremely friendly and made me feel comfortable during the procedure.,4,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,2827252646fb470db1c8009334449fb6,routine,07/17/25 16:33,New York Clinic,a3a09cd7-543b-415c-acd6-a76f23d7b194
5c546b69208b46b587948fbc285b763d,06/08/24 14:52,d690a1bffd9a465bbab10fb4a2c76fd3,Friendly Staff and Quick Service,"Treatment quality was exceptional, the doctor explained every step clearly.",2,AFSv2,es,http://www.fakehealthcare.com,FakeHealthCare,17f495b9bcf44fe0a7db5ca42ea3e433,feedback,09/16/24 08:29,Chicago Health Hub,14c4780e-2a90-4bbf-b692-928683698ddb
5fd1b55061964a2ea4b7639042a36251,02/29/24 16:14,5f784348f5364f059797f52bd654d0b1,Doctor Spoke in Riddles,"Nurse was rude and dismissive, barely answered my questions.",3,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,e7512ef121d042df9f74502764252380,feedback,12/18/24 00:32,Los Angeles Center,d7991b48-f79c-4cba-a757-99a07a2f631b
33d7bfbc6f06469abf599e2fad8990f9,05/13/24 15:19,094c08ac44e342ea9f424c2db89ff1cb,Doctor Spoke in Riddles,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,9c4657f4b0904e26a5a0d3ba70ce50bb,feedback,06/20/24 13:59,Miami Wellness,719c5b02-4fec-4bf8-8fc3-12b78bacb457
81365d8c611b4298916d322d96f84d98,07/08/24 19:55,73f22ca7b6ea4d2883a9cb343ed97917,Loved the Waiting Room Music,"Treatment quality was exceptional, the doctor explained every step clearly.",2,AFSv2,es,http://www.fakehealthcare.com,FakeHealthCare,5985b373e25b4ae3beb1e0c5fdfd115c,feedback,01/09/25 20:26,Dallas Care,ee826fe3-181b-4030-af8a-3d0ff6e4989d
b697969936094870a8198da14fe0e414,02/15/24 08:46,e78f8cad43d640788748769d65db42ce,Free Ice Cream After Surgery,"Waiting times were too long, had to wait over an hour past my scheduled time.",3,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,1ce07eb5980349ee85def51213a03bf8,complaint,02/23/25 03:13,New York Clinic,3523f775-6d6b-44b7-8e70-721c1b216df3
0656914523824cee9cfab970c690606b,12/29/24 20:13,2aab2b87815e428b8eb758893d6a51d2,Free Ice Cream After Surgery,Prices for the consultation were too high compared to other clinics.,1,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,f9a60062fe524363b0d982c17f816655,billing,08/29/24 06:50,Miami Wellness,8f5b49cc-8b0a-42a8-bcf5-c1f49a614ac7
86fe3b32ad6b45668e80fb54c7c53220,09/27/25 22:38,9248cd6244bb4638b0e816d0535bc2e8,Confusing Billing Process,Nurse was extremely friendly and made me feel comfortable during the procedure.,4,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,bcd99d75af0648488310958dd2f5d5ad,praise,01/11/24 11:11,Chicago Health Hub,9e962d5c-9528-4530-af09-6dcb2dac887e
19135ba378414e3294f6916c24ec9d2b,09/22/25 16:18,5c5cc5ca73b140e6bfca797ab95e9b88,Confusing Billing Process,Doctor specialized in cardiology and provided detailed advice for my condition.,5,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,5115bf27a5e04c8d9a48d742886108ce,feedback,11/28/24 20:45,Miami Wellness,65d3e4e8-f487-4d42-aa43-a40bb733c13a
6e55af2f6b8d4cc9820b8a1ace04b709,03/05/25 10:51,26bc65b597ac4d3a8dba067be36a674c,Excellent Care Experience,Prices for the consultation were too high compared to other clinics.,3,AFSv2,fr,http://www.fakehealthcare.com,FakeHealthCare,3ae7a32bcad54458a37f2bdc80b0efd9,praise,04/01/25 15:38,New York Clinic,23033e22-661b-4ccf-8699-5fc3f414fe0d
aec245a7733d4d2093a0a9e59323fd90,10/24/24 10:57,930a74d38b3d4e469fba194e6dcac56e,"Amazing Doctors, Terrible Parking","Waiting time was minimal, I was seen within 10 minutes of arrival.",4,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,2468c0232b9d4f07841eb2eb300d0010,feedback,01/30/25 22:06,Los Angeles Center,63d9cddb-2d21-40a2-b29b-4a233015f7ff
d78ba301a1744f5f9b83424ca67ba9df,07/07/25 12:58,8447894afbbf4fd48c7bf57f38571af3,Confusing Billing Process,"Waiting times were too long, had to wait over an hour past my scheduled time.",4,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,bf6fe2f752ff4c00a32af3458a20bccd,billing,06/06/24 22:02,New York Clinic,962c4bd0-c14a-4d82-958c-c3e2ab894169
d5703677b55147cf9d6b0eac16f5e3a5,05/15/25 04:47,a74e14fa33b742b2982066437a028df1,Excellent Care Experience,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,edd8dd4b91d144cda014184077537f6a,praise,06/21/25 08:57,Los Angeles Center,4d4ee04e-13b0-4d10-9a77-4816679ae4e0
00f199044def4430baf51c2ddc3f97d0,10/14/24 17:14,dac7e6afd77f43c69ccf5fac8c25cfc1,Worst Appointment Ever,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,9f0c72455fe24d4ead1f8fd742bf9041,routine,08/25/24 07:14,Dallas Care,a8f576ec-47b7-49c7-a56d-850208e3cda2
a2ebc143fdff4a7f9cc31e9283cc03b9,10/07/24 23:49,fb5574ef35424e7682a1f59b2fd76b36,Confusing Billing Process,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3,AFSv2,en,http://www.fakehealthcare.com,FakeHealthCare,69e2fc49a6bc4b1ab13945058e050e91,urgent,09/11/24 17:12,New York Clinic,c5c6b191-bea0-4edd-890b-b06e0ec9e6be
6246aae283064bc29166cec4c57bb0ec,09/07/24 05:29,a5870f4661d7444c8043de09a3a568f1,Therapy Session Included Karaoke,Nurse was extremely friendly and made me feel comfortable during the procedure.,2,AFSv2,en,http://www.fakehealthcare.com,FakeHealthCare,32cfb16416ec4e8d904fa4457afe15f9,praise,03/05/24 17:05,Chicago Health Hub,863d5d71-10d5-4fb6-b5fb-a5ed00abc979
ee4b4a2144e34041abbbeaf840b86c62,02/11/24 13:10,fe4ecf08818e416aacdecf399edebd8a,Unexpected Robot Nurse Encounter,Prices for the consultation were too high compared to other clinics.,1,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,3ccd25649c1843e6a1eb0aac280abd23,billing,09/17/25 08:28,Los Angeles Center,b7d5031d-7dbe-4088-911f-1539b57d0d5f
78775bdbc9e34a1cb5f585429dc2fe51,03/09/24 07:20,6b11c5d641c24331bb37dff9c922ad7a,Free Ice Cream After Surgery,Nurse was extremely friendly and made me feel comfortable during the procedure.,2,AFSv2,es,http://www.fakehealthcare.com,FakeHealthCare,04f82ac9985546849469564b6871797f,complaint,09/04/25 04:11,New York Clinic,bf168108-c9d5-4cc2-a0f2-b4596c4f6ade
df5dc1a3fd1c4a3986d30d0de1e60245,03/14/25 07:58,316606b4ced340f1b975085975606882,Unexpected Robot Nurse Encounter,"Communication was clear and timely, received all updates via SMS and email.",3,WebPortal,en,http://www.fakehealthcare.com,FakeHealthCare,6b39f43bdc2c400b88f044cd5f7d4372,urgent,01/23/25 19:29,Los Angeles Center,ff0fab27-38f4-4a24-bbbc-bc12e5b99fa3
df7f6e79b215482fbcdf39d81efeb95d,03/22/25 22:52,a39b4fd8e49840d480ab136e2c70e722,Loved the Waiting Room Music,"Treatment quality was exceptional, the doctor explained every step clearly.",5,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,c635f7fa9f0f4b108c8b4ee1d2cef433,billing,07/08/25 20:54,Chicago Health Hub,7a73776d-72ac-49bc-8e47-4f1510230ece
ba9979ed80f344d281e299daece0479c,01/29/25 02:13,99f7b52e15204d52b124c8290ce632a3,Excellent Care Experience,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,3f72c42a0b2b4950be4a72fda978d57d,billing,07/25/24 19:56,Chicago Health Hub,9f7e0573-bc09-44b6-9283-d075b1d70454
53259d2f2fa5447c91449bc0f9b643da,04/16/25 11:16,fa13477f58be4cc4b7f116c14c23541b,Excellent Care Experience,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,ca9034967e3649d989d930efb4c0c4d5,praise,06/19/24 15:40,Dallas Care,69d1bbeb-a818-4e81-bf79-43856c02af48
e1dd9589fbad488fb7c488f1ba5e8ea2,05/21/24 07:57,9e9dd835ce6e42adb2651f9dc309c621,Confusing Billing Process,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,903010bb3f1b496d911315525f278e9e,routine,09/06/24 00:01,New York Clinic,d02e97cd-51e3-4404-bf3d-fd60d0fe425c
d8efdc9827a7469d8d4e4520daf09416,03/02/24 20:02,7290fd7598554bfd9234dfdfec224385,Free Ice Cream After Surgery,Doctor specialized in cardiology and provided detailed advice for my condition.,3,WebPortal,es,http://www.fakehealthcare.com,FakeHealthCare,f822e68ad6764e2281f18e51b734676d,billing,07/17/24 01:11,Miami Wellness,330594cf-3a14-4b3f-86d8-83ecc43195f7
16e6c26c624c4c67a3d46f57946b5d05,05/28/25 20:09,b79f03349b35415f97f2063c166fd58f,Confusing Billing Process,Nurse was extremely friendly and made me feel comfortable during the procedure.,2,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,3b00162a9acd497f87fd3c0822d542fa,feedback,10/16/25 22:49,Miami Wellness,0e0516cd-320d-40c1-b871-54642a6687f0
96e08b5fdea441ff848b88ec08993196,07/21/24 12:22,131a2cb95d0f4264af893b90b9294290,"Amazing Doctors, Terrible Parking","Waiting times were too long, had to wait over an hour past my scheduled time.",1,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,5a7672ef6b904b02bc3b0aada1047334,complaint,12/18/24 07:22,Chicago Health Hub,65dab3af-61be-417f-a7eb-19570e9bfa6b
1d1f8e92724b4c3095d6099ec75d5026,01/26/24 21:42,74c846ffc4c3478bbe4ea2e19031204c,Worst Appointment Ever,"Treatment quality was exceptional, the doctor explained every step clearly.",4,WebPortal,es,http://www.fakehealthcare.com,FakeHealthCare,a9bcb911ffb14f3c95383e0817d0d987,billing,02/06/24 06:01,New York Clinic,630229e6-8dea-43ca-b904-ea4ac52c5072
5a727e6cdfe6493fa660dd9a96b6b61b,01/01/24 00:08,debf34d832bd48a4bdc382bdbc8195e7,Unexpected Robot Nurse Encounter,"Communication was clear and timely, received all updates via SMS and email.",4,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,36d9b40c0dea4b509d3ee7c222bc0bfd,feedback,09/17/24 01:58,Los Angeles Center,29cfb10f-d757-4097-b7a8-6e6390874d0d
3a76f2c0d09d4b15906b3e0620b6a8fb,03/01/24 09:51,024e9eb5310645f593e15a31950706f6,Free Ice Cream After Surgery,"Nurse was rude and dismissive, barely answered my questions.",4,AFSv2,es,http://www.fakehealthcare.com,FakeHealthCare,ac53631e6e7743f1b506db474fb3a751,billing,05/19/25 09:31,Chicago Health Hub,00e7ad61-fa75-400a-9c9d-44613aa02679
3dfd71cc95c44e37b53ae3f6f0633213,11/06/24 11:05,b6bc781070bc45128775eeeda2bb0619,Free Ice Cream After Surgery,"Waiting times were too long, had to wait over an hour past my scheduled time.",1,MobileApp,es,http://www.fakehealthcare.com,FakeHealthCare,30bf92a6713540b9991e595a68f3366b,praise,09/02/24 08:49,Miami Wellness,a33a45c3-4955-4b0e-a975-520eb3001a4f
1a950c3c79d24ca8a9e790f959157f4a,05/29/24 14:54,ff8176e06b5f4d6f98040b1617994071,Friendly Staff and Quick Service,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,2110a998c938416a9932d7694570e3e7,complaint,04/22/25 15:23,Miami Wellness,f47c926d-770e-43bc-92c1-2c54ba8c55ad
f25c79f5ee3845d8ae147359bd8ac90c,12/10/24 07:32,04e2784ccfff4346a7c7d21b679fcf15,"Amazing Doctors, Terrible Parking",Nurse was extremely friendly and made me feel comfortable during the procedure.,2,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,4eaa374d74d84cfe86dadcd42368bfba,billing,12/18/24 10:52,Chicago Health Hub,2d7c4db3-205f-4f9b-9790-cb2af531c1e0
c2139fd66ea14ab683d8fa34fe97414e,08/27/24 02:11,a014bdf3cd944abd969c8ec79905416b,Worst Appointment Ever,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3,AFSv2,fr,http://www.fakehealthcare.com,FakeHealthCare,b11dfb839f784f3ab9f025040097ff1b,feedback,01/31/25 07:21,Los Angeles Center,f3c93a40-6a67-459f-a9f1-887661ba9bfa
e8f006de008d474c880236c304801fc2,01/15/25 15:57,e2782792c69846f481418eeab4bdbd69,Doctor Spoke in Riddles,Prices for the consultation were too high compared to other clinics.,3,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,01b7d1fd13e942e7b30bda8e4f8f2a96,praise,05/04/25 19:18,Dallas Care,1aa7fdb7-f31d-4e42-801e-3bc07625d024
079316bae624483fb4e304b4322998f1,05/11/24 20:05,58975436b593483dbc4fc24dde387f1a,Confusing Billing Process,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1,WebPortal,fr,http://www.fakehealthcare.com,FakeHealthCare,ac56933f89994b25bcf0138b1c5f10e4,feedback,02/18/25 22:36,Miami Wellness,841d65f0-ce4f-4121-afef-c1247b457022
09e48576ea954c80aee2870532956f63,01/26/24 13:56,01eb3bfa61054433ac9cd167c81155e7,Free Ice Cream After Surgery,"Treatment quality was exceptional, the doctor explained every step clearly.",5,MobileApp,fr,http://www.fakehealthcare.com,FakeHealthCare,7330b487bf9847a39ce0f2bf6e18b82e,routine,08/10/25 21:13,Miami Wellness,a939f66e-2887-4c7a-8484-2744a67048f5
990893608434489888ae011f4b6ab55e,06/20/25 00:35,0ae9051cf9e345249ef1a765590520fd,Doctor Spoke in Riddles,"Nurse was rude and dismissive, barely answered my questions.",3,MobileApp,en,http://www.fakehealthcare.com,FakeHealthCare,e5a53f38c5ad45f982479d4e187b7fd1,routine,07/28/24 22:54,New York Clinic,531f8d3d-1542-4892-8e66-4947130d9104
